ID,day,organism,em_Preferred_name,em_desc,Marinobacter_LFC,Marinobacter_pvalue,Marinobacter_padj,Alteromonas_LFC,Alteromonas_pvalue,Alteromonas_padj,Pseudohoeflea_LFC,Pseudohoeflea_pvalue,Pseudohoeflea_padj,Thalassospira_1_LFC,Thalassospira_1_pvalue,Thalassospira_1_padj,Thalassospira_2_LFC,Thalassospira_2_pvalue,Thalassospira_2_padj
1_49_MED4_genome,4,MED4,gatB,Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln),0.184250013,0.436796327,0.728472801,0.066579496,0.559321812,0.78199214,-0.197599065,0.250762392,0.443976548,0.230296548,0.285694364,0.519528977,0.172491659,0.208150608,0.265157372
1_490_MED4_genome,4,MED4,,Alternative locus ID,0.245772924,0.404209556,0.715794432,0.097541526,0.569241028,0.78937924,0.135365453,0.529441344,0.694710944,0.792319284,0.009300848,0.363735577,0.449244672,0.033536494,0.055735676
1_491_MED4_genome,4,MED4,fabG,Alternative locus ID,-0.073731364,0.77348384,0.90380928,-0.233112257,0.085677706,0.333171807,0.388086954,0.031239213,0.119305223,0.067730403,0.776615053,0.869721212,0.36184843,0.035809908,0.059074751
1_492_MED4_genome,4,MED4,ispD,Catalyzes the formation of 4-diphosphocytidyl-2-C- methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4- phosphate (MEP),-0.346125171,0.179731656,0.614170611,0.119676511,0.325105486,0.621107651,0.047109897,0.796588479,0.886585439,-0.198664706,0.425297248,0.61412575,-0.35864741,0.032990882,0.055109117
1_493_MED4_genome,4,MED4,ldcA,Alternative locus ID,-0.688816781,0.138572386,0.594447268,-0.189876435,0.288135321,0.589863553,-0.665315391,0.055422608,0.17626124,-0.696063161,0.14001301,0.420288037,-0.951390562,0.000385441,0.002050916
1_494_MED4_genome,4,MED4,plqA,Alternative locus ID,-0.522076242,0.272512731,0.680609221,-0.135222522,0.499176762,0.741494206,-0.525014351,0.140029306,0.316267794,-0.824402618,0.088117149,0.398285765,-0.947344874,0.000158915,0.001251134
1_495_MED4_genome,4,MED4,ppx,Alternative locus ID,-0.162642654,0.652330369,0.841091826,0.145923286,0.386086438,0.67092391,-0.720720402,0.002116262,0.020225571,-0.195694467,0.60328818,0.745763573,-0.491871187,0.016276055,0.030473979
1_496_MED4_genome,4,MED4,,Alternative locus ID,0.263682719,0.31037894,0.690213546,0.237188749,0.14413269,0.425567369,-0.541716136,0.001505604,0.015466662,0.12813851,0.599055786,0.743701902,-0.300448054,0.111442732,0.152915349
1_497_MED4_genome,4,MED4,cobM,Belongs to the precorrin methyltransferase family,-0.36404312,0.304408148,0.685358968,0.068119063,0.590662862,0.797374109,-0.557849216,0.021281879,0.096566945,-0.447524014,0.138489184,0.420288037,-0.563661018,0.001718271,0.005632763
1_498_MED4_genome,4,MED4,lgt,Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins,0.014090807,0.955604188,0.989812526,0.104389083,0.589000817,0.797374109,-0.270283763,0.14768148,0.329496079,0.08910701,0.735271022,0.841749484,0.337562276,0.143703911,0.191624508
1_499_MED4_genome,4,MED4,petA,"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions",0.42687375,0.333831933,0.705766523,-0.13299245,0.341588261,0.635228509,0.293767368,0.357874801,0.545617058,0.610170244,0.20042022,0.453019229,1.107667603,2.63E-05,0.000441934
1_5_MED4_genome,4,MED4,,"COG188 Type IIA topoisomerase (DNA gyrase topo II, topoisomerase IV), A subunit DNA replication, recombination, and repair",-0.185902973,0.442850174,0.728976164,0.293017259,0.050167261,0.257677294,-0.393856381,0.020219653,0.093146172,-0.181924552,0.386177457,0.589654369,-0.118040621,0.332090691,0.395502925
1_50_MED4_genome,4,MED4,coaE,Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A,-0.695171866,0.082447901,0.510911026,-0.154950179,0.444656377,0.71122806,-0.287730035,0.345895849,0.534136596,-0.502140312,0.254845801,0.493759147,-0.757376918,0.000520639,0.002549445
1_500_MED4_genome,4,MED4,petC,"Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions",0.436742436,0.262720569,0.680609221,0.135669849,0.453293324,0.716092305,0.58283513,0.036623671,0.134777917,0.775690668,0.052064757,0.371721195,0.842724938,0.003915888,0.010003218
1_501_MED4_genome,4,MED4,,Alternative locus ID,-0.654334824,0.073520475,0.497361608,0.475107217,0.050801485,0.260239072,0.05737214,0.840840421,0.913807824,-0.52035966,0.118292641,0.415330499,-0.89292913,0.002140094,0.006496014
1_502_MED4_genome,4,MED4,tatC,Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes,-0.076416458,0.747096612,0.891858778,0.087375912,0.729580058,0.876526508,-0.171732225,0.30783356,0.499449552,-0.256494874,0.302485209,0.539530257,-0.024683509,0.900284334,0.917478093
1_503_MED4_genome,4,MED4,,Alternative locus ID,0.558575708,0.192796793,0.627733286,-0.133920704,0.399536259,0.677413198,0.274176995,0.380075532,0.566879076,0.58924075,0.23328551,0.4749946,0.939197584,0.000328276,0.001873249
1_504_MED4_genome,4,MED4,,secreted protein MPB70,-0.293052682,0.352743688,0.705766523,0.449356193,0.008911292,0.124739277,-0.182292364,0.406799147,0.589474074,-0.299639618,0.358409644,0.570514501,-0.440236513,0.014739438,0.027978716
1_505_MED4_genome,4,MED4,gmk,"Essential for recycling GMP and indirectly, cGMP",-0.1777722,0.467097515,0.735291792,0.047312999,0.71110769,0.869107139,-0.34226111,0.044333857,0.151809874,-0.075527097,0.734821686,0.841736707,-0.077052276,0.561909688,0.618938366
1_506_MED4_genome,4,MED4,psaJ,May help in the organization of the PsaE and PsaF subunits,0.786871593,0.435551166,0.728472801,-0.344789941,0.012716878,0.138073401,0.533088583,0.406065376,0.589474074,0.819013534,0.480034214,0.654371902,2.427757146,3.79E-07,0.000105889
1_507_MED4_genome,4,MED4,psaF,plastocyanin (cyt c553) docking protein (PsaF),0.561588466,0.543647376,0.781625409,-0.178712764,0.300885734,0.600296393,0.749359125,0.203948883,0.392162382,0.960177091,0.339132554,0.558951787,2.101116206,1.38E-05,0.000326286
1_508_MED4_genome,4,MED4,tsaD,"Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction",0.102491504,0.67396802,0.855131836,-0.085885093,0.414425116,0.689273288,0.108306664,0.524722999,0.691433918,0.094087591,0.648108194,0.776678628,-0.046329161,0.682558168,0.730063608
1_509_MED4_genome,4,MED4,,High light inducible protein,0.417421181,0.122360165,0.571896431,-0.119384452,0.523935513,0.755615706,0.280564451,0.149675435,0.330454726,0.479070646,0.0853277,0.398285765,0.467818141,0.036383281,0.059839283
1_51_MED4_genome,4,MED4,argJ,"Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate",-0.431802992,0.383742226,0.712052259,-0.364831529,0.062143466,0.293412884,-0.129650395,0.737792663,0.843630777,-0.864003195,0.05320953,0.371721195,-1.203562963,0.000168609,0.001286327
1_510_MED4_genome,4,MED4,nhaP,Na H antiporter,-0.171322098,0.56074419,0.792864697,0.114310414,0.388278212,0.67092391,-0.079876333,0.69339356,0.812696174,-0.305255779,0.233044364,0.4749946,-0.465958996,0.007103959,0.015596234
1_511_MED4_genome,4,MED4,gltX,Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu),-0.076201957,0.79140918,0.911274006,0.029208913,0.813534143,0.920707667,-0.394457809,0.037206324,0.135258913,-0.205268581,0.405002345,0.601933275,-0.379741489,0.011013549,0.022153955
1_512_MED4_genome,4,MED4,,None,0.613883259,0.353099844,0.705766523,-0.282253346,0.027753876,0.189523024,0.191692494,0.676198238,0.801529523,0.467370567,0.557541686,0.714978358,1.660590355,1.09E-06,0.000119615
1_513_MED4_genome,4,MED4,rplS,This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site,0.440488506,0.311034214,0.690213546,-0.121797203,0.418287916,0.694495322,0.063580497,0.842681941,0.914408166,0.535826305,0.252009935,0.491648314,0.976239,0.000143858,0.001176288
1_514_MED4_genome,4,MED4,,Alternative locus ID,-0.016926435,0.946134152,0.985107699,0.370487335,0.055275695,0.275089666,0.38660159,0.029688603,0.115823874,0.076942697,0.764420778,0.860349167,-0.164667464,0.494973176,0.556374178
1_515_MED4_genome,4,MED4,map,Methionine aminopeptidase,0.262910772,0.531545596,0.77297433,0.033632436,0.845700208,0.940700695,0.688084819,0.020191302,0.093146172,0.807695561,0.054070953,0.371721195,0.972639888,0.000563012,0.002663908
1_516_MED4_genome,4,MED4,,Alternative locus ID,-0.415401705,0.296363638,0.685358968,0.247688722,0.285310773,0.589159621,-0.435217688,0.128940517,0.302906077,-0.534849406,0.275955442,0.512065318,-0.716546035,0.006136447,0.014066963
1_517_MED4_genome,4,MED4,pta,BioD-like N-terminal domain of phosphotransacetylase,0.436807531,0.221641973,0.649713917,0.361183692,0.010216609,0.124739277,0.253865964,0.332625008,0.525197044,0.725603194,0.047672569,0.363735577,0.899506215,4.87E-05,0.000649812
1_518_MED4_genome,4,MED4,,Alternative locus ID,0.412298052,0.202207301,0.63367084,0.313619257,0.009351966,0.124739277,0.047435908,0.843483223,0.914408166,0.606577791,0.060152236,0.373419493,0.759805575,0.000143005,0.001176288
1_519_MED4_genome,4,MED4,,Belongs to the UPF0234 family,0.104817772,0.690470548,0.8618544,0.092286068,0.43940025,0.709285313,0.122995735,0.516831608,0.686374003,0.227286837,0.330417772,0.556782929,0.221507466,0.046072848,0.073448914
1_52_MED4_genome,4,MED4,,COG1192 ATPases involved in chromosome partitioning Cell division and chromosome partitioning,0.611023096,0.299023684,0.685358968,0.393801486,0.03013997,0.196526326,0.280148863,0.49855236,0.671612261,0.79657696,0.204294501,0.456868145,1.346107211,3.20E-05,0.000488042
1_520_MED4_genome,4,MED4,,Alternative locus ID,0.654858119,0.015850012,0.320503922,0.129131339,0.667981864,0.848672726,-0.834821963,9.92E-06,0.000276121,0.39016481,0.227132847,0.471434484,0.035686881,0.927677139,0.941611281
1_521_MED4_genome,4,MED4,hflC,Band 7 protein,0.585071694,0.225138275,0.651299325,-0.287944937,0.045139469,0.245645668,0.490498333,0.153196064,0.334709955,0.491773183,0.385418884,0.589654369,1.333874792,1.63E-05,0.000352567
1_522_MED4_genome,4,MED4,hemL,Glutamate-1-semialdehyde aminotransferase,0.261623589,0.323863025,0.701342292,0.012054923,0.918781391,0.965524645,0.51008331,0.006507879,0.046025321,0.235196481,0.366719602,0.576488017,0.477862454,0.001625712,0.005440754
1_523_MED4_genome,4,MED4,xthA,Alternative locus ID,-0.968472654,0.00034858,0.027900942,0.043867612,0.777474209,0.90027954,0.298724697,0.162302573,0.343373614,-0.603957959,0.095067406,0.402256579,-0.694618764,0.022708557,0.040131682
1_524_MED4_genome,4,MED4,,Alternative locus ID,0.166606263,0.495898577,0.755435681,0.164831723,0.232396892,0.535126323,0.508766252,0.003342834,0.028288917,0.356343293,0.113308252,0.415330499,0.210761706,0.109500326,0.15105319
1_525_MED4_genome,4,MED4,,Alternative locus ID,-0.199731505,0.405130001,0.715794432,0.089418349,0.604472933,0.806127581,-0.316996931,0.061067344,0.185911836,0.031168797,0.903282578,0.947164756,-0.1815096,0.223358065,0.280805525
1_526_MED4_genome,4,MED4,,Alternative locus ID,-0.307453176,0.401699379,0.715794432,0.239545766,0.101536641,0.355285769,-0.855980591,0.000341206,0.00492825,-0.407797646,0.212605353,0.461668571,-0.514029305,0.003724018,0.009602468
1_527_MED4_genome,4,MED4,,Alternative locus ID,-0.097129521,0.85611793,0.950251309,-0.05361965,0.872040287,0.952157972,-0.459975232,0.243992006,0.438455233,-0.709699058,0.150768217,0.426616451,-0.850649132,0.036755393,0.06039958
1_528_MED4_genome,4,MED4,thiP,iron ABC transporter,-0.124228645,0.728608529,0.881396086,-0.209226687,0.207711705,0.50959666,0.010383986,0.967862091,0.982178065,-0.432970794,0.166889968,0.436043193,-0.504514525,0.011211527,0.02248157
1_529_MED4_genome,4,MED4,,"involved in Zn homeostasis, GTPase of COG0523 family",-0.201300544,0.393706768,0.715794432,-0.131417601,0.474681954,0.729178098,0.279264965,0.098520636,0.253620908,-0.072220163,0.730743606,0.838685028,0.149730208,0.199688234,0.25676111
1_53_MED4_genome,4,MED4,tas,Aldo keto reductase family,-0.466522835,0.33441451,0.705766523,0.219132294,0.326616233,0.621833283,-0.670648459,0.057819323,0.180761988,-0.599467596,0.188116888,0.446436432,-1.042454202,0.001193207,0.004416476
1_530_MED4_genome,4,MED4,,pterin-4-alpha-carbinolamine dehydratase,0.015728485,0.961061799,0.990175752,-0.213325158,0.182210263,0.481753457,0.544496819,0.016033337,0.082097939,0.243342014,0.455399516,0.636767625,0.649944921,0.000617761,0.002829081
1_531_MED4_genome,4,MED4,,Alternative locus ID,-0.273354065,0.247371324,0.673244663,-0.12887278,0.234061899,0.535126323,0.245985556,0.149807188,0.330454726,0.066878352,0.755081521,0.85525192,-0.169505705,0.143743319,0.191624508
1_532_MED4_genome,4,MED4,cxp,"Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues",-0.091920054,0.732401955,0.883204116,0.172367275,0.159652729,0.447959887,-0.232294107,0.199108658,0.387235904,-0.171320606,0.490101031,0.663308005,-0.322836599,0.024195211,0.042369188
1_533_MED4_genome,4,MED4,,Alternative locus ID,-0.009223969,0.979572435,0.995505566,-0.107580722,0.369845194,0.658454696,0.512927919,0.043803801,0.150801257,0.589044257,0.081985402,0.397083277,0.669136252,0.001997446,0.006205792
1_534_MED4_genome,4,MED4,hemC,Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps,0.297513108,0.369232356,0.705766523,0.215867656,0.079479507,0.31882798,-0.222007888,0.378960551,0.566523906,0.434760553,0.191806991,0.447136244,0.607317318,0.000328623,0.001873249
1_535_MED4_genome,4,MED4,sigA,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth,0.154870534,0.71150772,0.872243989,-0.284058055,0.032409257,0.203969291,-0.028885933,0.925539925,0.96378667,0.412045492,0.358534029,0.570514501,0.859446119,7.43E-05,0.000811066
1_536_MED4_genome,4,MED4,priA,"Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA",-0.937738663,0.080880422,0.507749315,0.11177813,0.543218312,0.771265615,-0.713033848,0.09503113,0.247608254,-1.191347334,0.036346749,0.363735577,-1.234751189,6.06E-05,0.000727856
1_537_MED4_genome,4,MED4,,Alternative locus ID,-0.217921562,0.610720554,0.817710548,0.173378074,0.428766717,0.700391891,-1.817535961,1.58E-13,3.36E-11,-0.383769898,0.31666815,0.549518062,-0.859142492,0.006271417,0.014291093
1_538_MED4_genome,4,MED4,argB,Belongs to the acetylglutamate kinase family. ArgB subfamily,0.085855413,0.724390695,0.879617273,0.089514303,0.361053688,0.649406325,0.028847152,0.869374409,0.931550004,0.210866255,0.332518108,0.55752992,0.288594901,0.018152881,0.033418632
1_539_MED4_genome,4,MED4,,Alternative locus ID,0.230309691,0.499376665,0.757675697,-0.191391879,0.079618758,0.31882798,0.223805322,0.367624639,0.55388779,0.481787115,0.157757106,0.430651076,0.809200983,5.50E-05,0.000684507
1_54_MED4_genome,4,MED4,,None,-0.618375841,0.093009462,0.525603832,-0.775201022,0.139313638,0.419740455,-0.388313719,0.175129298,0.360193667,-1.369297275,0.002309524,0.363735577,-0.70091541,0.098140332,0.137611371
1_540_MED4_genome,4,MED4,,None,-0.101895492,0.74272131,0.890060909,1.11568517,0.029841343,0.195649215,0.687461662,0.014784519,0.077811127,-0.057043769,0.918008187,0.956341501,-0.497615812,0.301653589,0.363536101
1_541_MED4_genome,4,MED4,ycf41,Single-stranded DNA-binding protein,0.046885089,0.897034428,0.96646278,-0.22672318,0.079333929,0.31882798,0.037923504,0.886792815,0.940656542,0.548255267,0.109858026,0.415330499,0.767578732,0.000276487,0.001705626
1_542_MED4_genome,4,MED4,cobK,Alternative locus ID,-0.472058816,0.099622823,0.533079229,-0.01265945,0.942886843,0.974626977,-0.083402597,0.682694525,0.804574345,-0.395688875,0.139371771,0.420288037,-0.298717849,0.037766134,0.061743611
1_543_MED4_genome,4,MED4,cutA,tolerance protein,-0.996038717,0.033840752,0.423663463,0.397629125,0.219681926,0.522471604,-0.367366076,0.332325088,0.525197044,-1.035155784,0.057959618,0.372186771,-1.063258102,0.002344108,0.006895914
1_544_MED4_genome,4,MED4,,Belongs to the carbohydrate kinase PfkB family,-0.518284523,0.188739718,0.621902228,0.182638528,0.272879479,0.576679295,-0.698328247,0.011798048,0.068021596,-0.603648656,0.122775957,0.416146158,-0.736535902,0.002262027,0.006747443
1_545_MED4_genome,4,MED4,purA,Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP,-0.058309347,0.821795442,0.927808779,0.453930503,0.03363529,0.204472759,0.321418097,0.078945987,0.216960287,0.288367487,0.25989323,0.499254895,0.259822274,0.258713595,0.319401553
1_546_MED4_genome,4,MED4,psb27,Plays a role in the repair and or biogenesis of the calcium-manganese-oxide cluster on the lumenal face of the thylakoid membrane. Its presence in a photosystem II (PSII) preparation prevents binding of some small extrinsic subunits and thus assembly of calcium-manganese-oxide cluster,0.5332571,0.295372255,0.685358968,0.204198285,0.086598422,0.334652672,0.501300878,0.164015171,0.345474939,1.038486686,0.058598941,0.372743597,1.338835933,4.07E-06,0.000193066
1_547_MED4_genome,4,MED4,proS,"Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro). As ProRS can inadvertently accommodate and process non-cognate amino acids such as alanine and cysteine, to avoid such errors it has two additional distinct editing activities against alanine. One activity is designated as 'pretransfer' editing and involves the tRNA(Pro)-independent hydrolysis of activated Ala-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Ala-tRNA(Pro). The misacylated Cys- tRNA(Pro) is not edited by ProRS",-0.172238565,0.523094047,0.770505964,0.130706463,0.266814222,0.568868059,0.294487825,0.125514986,0.297304918,-0.137632367,0.570727837,0.72250786,-0.151799211,0.253127087,0.313310008
1_548_MED4_genome,4,MED4,,Alternative locus ID,-0.494420193,0.043353299,0.465260823,0.172019962,0.177455613,0.47610647,0.335536175,0.06262558,0.189156823,-0.280585132,0.39321035,0.592436928,-0.175420424,0.261836288,0.32284179
1_549_MED4_genome,4,MED4,,Alternative locus ID,0.572869421,0.17256715,0.612423759,-0.261837977,0.083738324,0.32828841,0.452220918,0.135612627,0.311979251,0.890159121,0.049512087,0.366921399,1.060783916,0.000250573,0.001604502
1_55_MED4_genome,4,MED4,,Belongs to the methyltransferase superfamily,-0.00158682,0.99736276,1,-0.229105232,0.438944284,0.709285313,-0.61847993,0.063357999,0.189961815,-0.669146353,0.117739378,0.415330499,-0.774307375,0.022243981,0.039565451
1_550_MED4_genome,4,MED4,ppa,Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions,0.165590712,0.563480292,0.79300047,-0.241639381,0.033906461,0.204824881,0.151743149,0.465159803,0.643994644,0.270063212,0.359348588,0.570514501,0.548604633,0.000622957,0.002829081
1_551_MED4_genome,4,MED4,arsC,Belongs to the ArsC family,-0.568263334,0.128117158,0.582094532,0.357370152,0.498613364,0.741494206,-0.100723376,0.72308204,0.832898479,-0.673612569,0.120115327,0.415330499,-0.579195833,0.106978221,0.147951881
1_552_MED4_genome,4,MED4,,Belongs to the peptidase S26 family,-0.396030004,0.186464142,0.619661612,0.16005639,0.203355467,0.505919933,-0.729150185,0.000206505,0.003376072,-0.345623036,0.283229038,0.519528977,-0.394092237,0.01418623,0.027143174
1_553_MED4_genome,4,MED4,pyrC,Alternative locus ID,-0.23160823,0.516446312,0.769023061,0.40452716,0.024919754,0.187465511,-0.429407686,0.07883941,0.216960287,-0.203816557,0.567873483,0.719653662,-0.439503067,0.017859355,0.03302004
1_554_MED4_genome,4,MED4,gpmB,Belongs to the phosphoglycerate mutase family,-0.502179617,0.052465979,0.465536608,0.240774209,0.120685973,0.388498037,0.105261125,0.574753884,0.731193517,-0.231082121,0.347383391,0.563617816,-0.332256012,0.071716563,0.106384183
1_555_MED4_genome,4,MED4,,Alternative locus ID,-0.772531437,0.051254274,0.465536608,-0.172683824,0.431271943,0.703288117,-0.535539385,0.070094875,0.201526659,-0.790229454,0.042036798,0.363735577,-0.783782308,0.001366931,0.004852487
1_556_MED4_genome,4,MED4,,Alternative locus ID,0.941578183,0.431828481,0.727784236,0.584545305,0.580376301,0.793206101,-1.694423111,0.03577979,0.132689145,-1.379150125,0.471832243,0.650674615,-1.848428118,0.029524629,0.05005897
1_557_MED4_genome,4,MED4,ftsI,Cell division protein FtsI,-0.32647999,0.407815663,0.719388327,0.472680722,0.005954194,0.10398188,-0.44117733,0.115325692,0.282217394,-0.506922044,0.16682027,0.436043193,-0.71750594,0.000392758,0.002060433
1_558_MED4_genome,4,MED4,tal,Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway,0.456306792,0.311153009,0.690213546,0.108081782,0.339459955,0.634341025,0.328996669,0.311261693,0.503735225,0.644628969,0.182859326,0.446436432,1.113615548,3.92E-05,0.000566517
1_559_MED4_genome,4,MED4,fixC,Alternative locus ID,-0.327028303,0.358676852,0.705766523,0.115820303,0.356301137,0.6465872,0.141984424,0.596341156,0.743806803,-0.33503173,0.3148459,0.548837544,-0.513499459,0.00198581,0.006192762
1_56_MED4_genome,4,MED4,,Alternative locus ID,0.250057162,0.332496478,0.705766523,0.566297009,0.002278076,0.077779119,-0.886761206,1.68E-05,0.000440864,0.370329334,0.133212371,0.419812924,0.215314839,0.140478157,0.187793
1_560_MED4_genome,4,MED4,frr,Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another,0.047011074,0.860189618,0.950513702,0.223470208,0.207604289,0.50959666,0.671749709,0.000313749,0.004708686,0.620126354,0.020581078,0.363735577,0.381747315,0.070787266,0.105249487
1_561_MED4_genome,4,MED4,pyrH,Catalyzes the reversible phosphorylation of UMP to UDP,-0.095666665,0.686949414,0.861328654,0.148827924,0.306147173,0.602858091,0.237028806,0.162969059,0.344025892,-0.013175202,0.949690656,0.974626871,-0.069998033,0.619726677,0.673737944
1_562_MED4_genome,4,MED4,cobO,Cob(I)alamin adenosyltransferase,-0.378907702,0.194464733,0.630142833,-0.181587539,0.278021866,0.579891428,-0.328249958,0.100731714,0.256979578,-0.398835686,0.165937642,0.436043193,-0.697639073,0.000359971,0.001981387
1_563_MED4_genome,4,MED4,,Alternative locus ID,-0.258375532,0.551038233,0.785566816,0.453342479,0.030486645,0.196526326,-1.308462468,2.01E-06,8.03E-05,-0.481259595,0.197910938,0.452536173,-0.761868411,0.001259733,0.004583235
1_564_MED4_genome,4,MED4,hemH,Catalyzes the ferrous insertion into protoporphyrin IX,-0.376815067,0.10532536,0.549809826,-0.19181097,0.099384947,0.353164129,0.075635329,0.652943718,0.787385363,-0.034867326,0.876241677,0.934066036,-0.058559323,0.610729666,0.665085992
1_565_MED4_genome,4,MED4,ilvB,Alternative locus ID,0.17780163,0.568702087,0.795372304,0.232327034,0.159824022,0.447959887,0.385309171,0.083681228,0.226360597,0.371225575,0.24874435,0.489086895,0.599854741,0.005927249,0.013685392
1_566_MED4_genome,4,MED4,,Alternative locus ID,0.383159683,0.262651747,0.680609221,0.309917004,0.330213323,0.626970839,-0.706080364,0.00062213,0.007914649,-0.015182219,0.961510355,0.982479463,-0.261308375,0.305682704,0.367699734
1_567_MED4_genome,4,MED4,,Belongs to the multicopper oxidase YfiH RL5 family,0.240264653,0.415609459,0.724032419,0.02771607,0.938462032,0.973952222,-1.179132599,3.67E-06,0.000123762,-0.237258931,0.563237745,0.717017699,-0.147930075,0.684895832,0.732156312
1_568_MED4_genome,4,MED4,,Alternative locus ID,0.22617414,0.369103593,0.705766523,-0.021841515,0.91726989,0.965218849,-0.533898135,0.001649267,0.016646774,-0.049294727,0.84410262,0.909445876,0.021931614,0.914632085,0.930618769
1_569_MED4_genome,4,MED4,rps1b,Alternative locus ID,0.011338745,0.961849089,0.99019941,0.192499843,0.201712138,0.503886888,0.304642603,0.072525616,0.205792774,0.076318385,0.719649358,0.829526074,0.069718492,0.649365479,0.699232671
1_57_MED4_genome,4,MED4,,Alternative locus ID,0.272445106,0.388958975,0.715572836,0.225865936,0.196559038,0.496043288,0.317481139,0.164200654,0.345486808,0.524103851,0.088475208,0.398285765,0.554102335,0.006562936,0.014731811
1_570_MED4_genome,4,MED4,,Alternative locus ID,-0.121072856,0.604849227,0.813579684,-0.080128413,0.476466022,0.729178098,-0.136916303,0.41602355,0.599985915,0.001132491,0.995578997,0.999505497,0.038034437,0.765666813,0.803031489
1_571_MED4_genome,4,MED4,,Catalyzes the decarbonylation of fatty aldehydes to alkanes,0.449478738,0.382551332,0.712052259,-0.169537177,0.186022658,0.484213449,0.193972669,0.599670495,0.745609722,0.63146649,0.268601579,0.506860151,1.211806621,1.24E-05,0.000305663
1_572_MED4_genome,4,MED4,,Alternative locus ID,0.248831992,0.299600949,0.685358968,0.002510315,0.985039767,0.994982924,-0.737374535,5.21E-05,0.001125036,0.171959976,0.466078419,0.645986034,0.199712234,0.240599578,0.299509046
1_573_MED4_genome,4,MED4,accA,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA",0.07130976,0.776334066,0.90603751,0.032888621,0.790154491,0.906201061,-0.57822441,0.000662909,0.008163134,-0.094601664,0.652823528,0.779896764,-0.192773397,0.16616599,0.21759023
1_574_MED4_genome,4,MED4,,Belongs to the short-chain dehydrogenases reductases (SDR) family,-0.374803212,0.289860127,0.685358968,0.202241864,0.233963119,0.535126323,-1.111287016,5.59E-07,3.07E-05,-0.515899702,0.100702232,0.405474364,-0.660483075,0.004449229,0.01099996
1_575_MED4_genome,4,MED4,folE,GTP cyclohydrolase I,0.121169273,0.746595734,0.891858778,0.146505998,0.392066888,0.6726214,0.324276628,0.229920671,0.422253928,0.717402853,0.05156728,0.371721195,0.712513937,0.003929477,0.010024603
1_576_MED4_genome,4,MED4,trpF,Belongs to the TrpF family,-0.481960602,0.342944795,0.705766523,-0.202463036,0.292390777,0.591867947,0.002344946,0.995415954,0.999831825,-0.850005795,0.087639234,0.398285765,-1.229443528,0.000185925,0.001379653
